Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity
2024-10-05 23:25:00,Wednesday,31-50,Male,Unknown,5-10yr,Other,Owner,5-10yrs,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Reversing,,,,,No priority to vehicle,Slight Injury
2024-10-05 07:40:00,Monday,18-30,Unknown,Junior high school,Below 1yr,Lorry (11-40Q),Owner,5-10yrs,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3.0,Changing lane to the right,Serious Injury
2024-10-05 07:40:00,Monday,18-30,Male,Junior high school,2-5yr,Other,Owner,2-5yrs,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,No distancing,Serious Injury
2024-10-05 15:17:00,Sunday,31-50,Male,Junior high school,5-10yr,Automobile,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,18-30,3.0,Moving Backward,Fatal injury
2024-10-05 15:17:00,Sunday,31-50,Male,Junior high school,Above 10yr,Lorry (41-100Q),Other,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3.0,Moving Backward,Fatal injury
2024-10-05 15:50:00,Monday,18-30,Male,Elementary school,2-5yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,,,,,No distancing,Slight Injury
2024-10-05 15:50:00,Monday,18-30,Male,Elementary school,Above 10yr,Lorry (41-100Q),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,,,,,No distancing,Slight Injury
2024-10-05 09:45:00,Sunday,Over 51,Male,Junior high school,1-2yr,Automobile,Owner,Unknown,Unknown,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3.0,No distancing,Slight Injury
2024-10-05 09:45:00,Sunday,Over 51,Male,Junior high school,5-10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,No priority to pedestrian,Slight Injury
2024-10-05 17:35:00,Thursday,18-30,Male,Junior high school,2-5yr,Lorry (41-100Q),Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,,,,,Driving carelessly,Slight Injury
2024-10-05 17:35:00,Thursday,18-30,Male,Junior high school,2-5yr,Public (13-45 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 17:35:00,Thursday,31-50,Male,Junior high school,2-5yr,Long lorry,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,18-30,3.0,Changing lane to the left,Slight Injury
2024-10-05 20:50:00,Sunday,18-30,Unknown,Junior high school,2-5yr,Automobile,Owner,2-5yrs,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,2.0,Driving carelessly,Slight Injury
2024-10-05 20:50:00,Sunday,Over 51,Male,Junior high school,Above 10yr,Automobile,Owner,5-10yrs,Unknown,Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,3.0,Driving carelessly,Slight Injury
2024-10-05 21:32:00,Thursday,18-30,Male,Junior high school,Above 10yr,Other,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,3.0,No distancing,Slight Injury
2024-10-05 21:32:00,Thursday,31-50,Male,Elementary school,5-10yr,Other,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,Other,Slight Injury
2024-10-05 19:55:00,Monday,18-30,Male,Unknown,Unknown,Long lorry,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 19:55:00,Monday,18-30,Male,Unknown,2-5yr,Public (12 seats),Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3.0,Changing lane to the right,Slight Injury
2024-10-05 16:10:00,Monday,18-30,Male,Elementary school,5-10yr,Public (12 seats),Owner,Unknown,Unknown,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Parked,Driver or rider,Male,18-30,2.0,No distancing,Slight Injury
2024-10-05 16:10:00,Monday,Over 51,Male,Junior high school,5-10yr,Other,Governmental,2-5yrs,Unknown,Residential areas,Two-way (divided with broken lines road marking),Other,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,,,,,No distancing,Slight Injury
2024-10-05 15:25:00,Monday,31-50,Unknown,Junior high school,Above 10yr,Other,Owner,Below 1yr,Unknown,Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,2.0,Overturning,Slight Injury
2024-10-05 23:36:00,Thursday,Under 18,Male,Junior high school,5-10yr,Other,Other,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,,,,,Driving at high speed,Serious Injury
2024-10-05 23:36:00,Thursday,Under 18,Male,Junior high school,Above 10yr,Public (12 seats),Owner,Unknown,Unknown,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Driver or rider,Male,31-50,2.0,No priority to vehicle,Serious Injury
2024-10-05 23:36:00,Thursday,Under 18,Male,Elementary school,Below 1yr,Lorry (41-100Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,,,,,No priority to pedestrian,Serious Injury
2024-10-05 23:36:00,Thursday,Under 18,Male,Elementary school,5-10yr,Other,Owner,Unknown,Unknown,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,,,,,No priority to vehicle,Serious Injury
2024-10-05 20:00:00,Monday,Over 51,Male,Elementary school,1-2yr,Public (12 seats),Owner,Unknown,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Turnover,,,,,Other,Slight Injury
2024-10-05 20:00:00,Monday,31-50,Unknown,Elementary school,5-10yr,Other,Governmental,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,3.0,Other,Slight Injury
2024-10-05 20:00:00,Monday,31-50,Male,Elementary school,5-10yr,Lorry (11-40Q),Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,,,,,Moving Backward,Slight Injury
2024-10-05 17:54:00,Friday,18-30,Male,Elementary school,2-5yr,Other,Owner,2-5yrs,Unknown,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Other,,,,,No distancing,Slight Injury
2024-10-05 17:54:00,Friday,31-50,Male,Elementary school,5-10yr,Other,Owner,Unknown,Unknown,Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,18-30,3.0,Moving Backward,Slight Injury
2024-10-05 18:04:00,Monday,31-50,Unknown,Unknown,5-10yr,Other,Owner,Above 10yr,Unknown,Industrial areas,Other,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,Under 18,3.0,No priority to vehicle,Slight Injury
2024-10-05 17:00:00,Friday,18-30,Male,Junior high school,Above 10yr,Pick up upto 10Q,Owner,Unknown,No defect,Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,18-30,3.0,Driving carelessly,Slight Injury
2024-10-05 01:15:00,Saturday,Unknown,Female,Junior high school,Above 10yr,Automobile,Owner,Unknown,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Turnover,,,,,No distancing,Slight Injury
2024-10-05 01:15:00,Saturday,18-30,Unknown,Elementary school,Below 1yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,,,,,Other,Slight Injury
2024-10-05 01:15:00,Saturday,18-30,Male,Elementary school,5-10yr,Lorry (41-100Q),Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,3.0,Changing lane to the right,Slight Injury
2024-10-05 01:15:00,Saturday,18-30,Male,Elementary school,5-10yr,Public (13-45 seats),Owner,Unknown,No defect,Industrial areas,Two-way (divided with broken lines road marking),Other,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Other,,,,,No distancing,Slight Injury
2024-10-05 18:30:00,Wednesday,31-50,Male,Elementary school,2-5yr,Automobile,Governmental,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3.0,Driving carelessly,Slight Injury
2024-10-05 18:30:00,Wednesday,18-30,Male,Elementary school,Above 10yr,Pick up upto 10Q,Governmental,Unknown,Unknown,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,,,,,No distancing,Slight Injury
2024-10-05 15:52:00,Friday,18-30,Male,Elementary school,2-5yr,Lorry (41-100Q),Owner,Unknown,Unknown,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,Over 51,3.0,No priority to vehicle,Slight Injury
2024-10-05 15:52:00,Friday,31-50,Male,Junior high school,Above 10yr,Public (12 seats),Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 15:52:00,Friday,18-30,Male,Junior high school,Below 1yr,Other,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,Driver or rider,Male,18-30,2.0,No priority to pedestrian,Slight Injury
2024-10-05 12:33:00,Tuesday,18-30,Male,Junior high school,2-5yr,Lorry (41-100Q),Organization,Unknown,Unknown,Other,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Passenger,Female,18-30,3.0,No priority to vehicle,Serious Injury
2024-10-05 08:59:00,Monday,Under 18,Unknown,Elementary school,5-10yr,Pick up upto 10Q,Governmental,2-5yrs,Unknown,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,3.0,Changing lane to the left,Slight Injury
2024-10-05 08:59:00,Monday,Over 51,Male,Elementary school,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Turnover,Slight Injury
2024-10-05 17:25:00,Saturday,31-50,Male,Elementary school,1-2yr,Lorry (41-100Q),Owner,Above 10yr,Unknown,Other,Other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Pedestrian,Male,Under 18,3.0,Driving to the left,Slight Injury
2024-10-05 00:53:00,Sunday,18-30,Male,Elementary school,Unknown,Ridden horse,Other,Unknown,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Reversing,,,,,Driving carelessly,Slight Injury
2024-10-05 00:53:00,Sunday,18-30,Male,Junior high school,1-2yr,Automobile,Owner,2-5yrs,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Male,18-30,3.0,Driving to the left,Slight Injury
2024-10-05 00:53:00,Sunday,18-30,Male,Unknown,5-10yr,Automobile,Owner,2-5yrs,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,3,Going straight,Passenger,Male,Under 18,3.0,Driving carelessly,Slight Injury
2024-10-05 15:20:00,Wednesday,31-50,Male,Elementary school,1-2yr,Stationwagen,Owner,2-5yrs,Unknown,Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,,,,,No priority to pedestrian,Slight Injury
2024-10-05 18:23:00,Saturday,Under 18,Male,Junior high school,5-10yr,Other,Owner,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,Over 51,3.0,Driving carelessly,Slight Injury
2024-10-05 18:23:00,Saturday,18-30,Male,Junior high school,2-5yr,Lorry (41-100Q),Owner,Unknown,Unknown,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3.0,Changing lane to the right,Slight Injury
2024-10-05 05:24:00,Friday,31-50,Male,Junior high school,2-5yr,Lorry (41-100Q),Owner,1-2yr,Unknown,School areas,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Over 51,3.0,Moving Backward,Serious Injury
2024-10-05 12:15:00,Saturday,18-30,Unknown,Junior high school,5-10yr,Long lorry,Owner,5-10yrs,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Over 51,3.0,Driving carelessly,Slight Injury
2024-10-05 22:15:00,Friday,31-50,Male,Junior high school,Below 1yr,Stationwagen,Owner,Below 1yr,Unknown,Other,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Reversing,,,,,Changing lane to the right,Slight Injury
2024-10-05 06:35:00,Friday,31-50,Male,High school,Below 1yr,Public (12 seats),Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3.0,Driving carelessly,Serious Injury
